Title,Genres
Sorare,Card & Board Game| Sport| Strategy
Tiny Fragments,Puzzle
Succubus Research Diary,Adventure| Indie| Simulator
The Horrorscope: Fatal Awakening,Simulator
Web Dimension,Arcade
Sapphire Lung,Adventure| Visual Novel
Super Mario World Randomizer,Adventure| Platform
Trap Adventure 2: Origins,Adventure
The Backrooms: Mass Extinction,Adventure
Starry Garden: Animal Park,Simulator
Microsoft Edge: Surf,Arcade| Sport
Castlemaze: Ojou-sama kara no Chousen,Adventure| Indie| Platform| Shooter
Namco: Featuring Pac-Man,Arcade| Shooter
Star Sword,
Valiant Force 2,Strategy| Tactical
Battle Command,Simulator| Strategy
Bloodborne Kart,Arcade| Racing
Motos,Arcade
Fox & Flock,Indie
Herdy Gerdy,Adventure
The Sims 3: Starter Pack,Simulator
Ravenloft: Strahds Possession,Adventure| RPG| Strategy
Seraphic Blue,RPG
BS Dragon Quest: Dai-1-wa,Adventure| RPG
Gamma-Attack,Shooter
Lincity,Simulator
Bulletstorm: Epic Edition,Shooter
Super Puzzle Fighter II,Fighting| Puzzle
Fallen Gods,RPG
Monster Hunter Frontier G3,Brawler
Space Force,Indie| Racing| Shooter
Inline,Indie| Strategy
Dogfighter: World War 2,Shooter| Simulator
Jurassic World Evolution: Cretaceous Dinosaur Pack,Simulator| Strategy
Black Salt Coreuption,Indie
Super Arcade Racing,Adventure| Arcade| Indie| Racing| Sport
A Knife Made of Whispers,Platform
Memories of a Broken Dimension,
The Last Yandere: Cursed Dark,Indie
Succubus Research Diary,Adventure| Indie| Simulator
Monopoly,Card & Board Game
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers,Shooter| Simulator
Darling Duality: Winter Wish,Visual Novel
Shall We Date?: Destiny Ninja,Visual Novel
Pillars of Light,Indie
The Detroit After,Indie
A Tiny Flicker,Platform| Puzzle
Microsoft Edge: Surf,Arcade| Sport
Calme,Adventure| Indie
Motos,Arcade
Linked,Indie
TrackMania 2: Lagoon,Racing| Sport
CropDuster Supreme,Indie
Choice of the Star Captain,Adventure| Indie| RPG
Herdy Gerdy,Adventure
Top Run,Arcade| Indie| Platform
The Legend of Zelda: Breath of the Wild - Master Edition,Adventure| RPG| Sport
Metamorfose S,Adventure| Indie
Ouran High School Host Club DS,Adventure| Visual Novel
Hidden Shapes: Animals,Indie| Puzzle
Azrael,Indie
BS Dragon Quest: Dai-1-wa,Adventure| RPG
Dinosaurs A Prehistoric Adventure,Adventure| Indie| RPG
King of Colosseum Green,Sport
Agricola,Strategy
Otto and the Ancient Worlds,Adventure| Indie| Platform
Attack on Titan: Assault,Brawler
A.D. Cop,Arcade
Bionicle Mistika,Arcade| Shooter
Block,Arcade
De-Exit: Eternal Matters,Adventure| Indie| Platform| Puzzle
Wing Breakers,Arcade| Racing| Shooter| Sport
PopSauce,Arcade| Indie| Quiz/Trivia
Monopoly,Card & Board Game
Dig,
Slit Mouthed,Indie
Yuukyuu no Eden: The Eternal Eden,RPG
Carta Marina,Adventure| Simulator
Hentai Room,Indie| RPG| Simulator
Mario Party 7: Bowsers Lair Hockey,
Misremembered Memories,Indie
Cabelas Hunting Expeditions,Shooter| Simulator| Sport
Idinaloq,Shooter
Girlfriend Rescue,Adventure| Brawler| Indie| RPG| Strategy
Chainz 2: Relinked,Strategy
The Running Man,Brawler| Platform
CropDuster Supreme,Indie
Homebrew: Vehicle Sandbox,Indie| Racing| Simulator
Deardrops,Music| Visual Novel
Egypt III: The Fate Of Ramses,Adventure| Point-and-Click
TMNT,
The Legend of Zelda: Breath of the Wild - Master Edition,Adventure| RPG| Sport
Hidden Shapes: Animals,Indie| Puzzle
Metamorfose S,Adventure| Indie
Red Death,Arcade| Indie| Shooter
Pixel Stories of Dungeon,Adventure| Indie| RPG
In Vitra,Adventure| RPG
Deardrops,Music| Visual Novel
700|000 Games,
Otto and the Ancient Worlds,Adventure| Indie| Platform
Perfect Crime,Indie| RPG| Strategy
Zor: Pilgrimage of the Slorfs,Card & Board Game| Indie| RPG| Strategy| Tactical
Amakano: Second Season +,Visual Novel
Tiny Fragments,Puzzle
Alien Destroyer,Shooter
Lost Lands 3: The Golden Curse,Adventure| Puzzle
QB Planets,Adventure| Indie| Puzzle
Vedelem: The Golden Horde,Indie| Strategy
Bionicle Mistika,Arcade| Shooter
Monopoly,Card & Board Game
Block,Arcade
PopSauce,Arcade| Indie| Quiz/Trivia
Monopoly,Card & Board Game
Space Kabaam 2,Shooter
Time Only Knows,Visual Novel
Laser League: World Arena,Indie| Sport| Strategy
Yuukyuu no Eden: The Eternal Eden,RPG
Namco: Featuring Pac-Man,Arcade| Shooter
Hentai Room,Indie| RPG| Simulator
Mario Party 7: Bowsers Lair Hockey,
Misremembered Memories,Indie
Girlfriend Rescue,Adventure| Brawler| Indie| RPG| Strategy
Airborne Empire,Real Time Strategy| Strategy| Tactical
Chainz 2: Relinked,Strategy
The Running Man,Brawler| Platform
Jungle Kartz,Arcade| Racing
Top Run,Arcade| Indie| Platform
Metamorfose S,Adventure| Indie
Hidden Shapes: Animals,Indie| Puzzle
LEGO Dimensions: Fantastic Beasts and Where to Find Them Story Pack,Adventure| Puzzle
Star Rider,Arcade| Racing| Simulator
Gamma-Attack,Shooter
Dinosaurs A Prehistoric Adventure,Adventure| Indie| RPG
Icarus Proudbottom in the Curse of the Chocolate Fountain,
Suishou no Ryuu,Adventure| Point-and-Click| Visual Novel
Otto and the Ancient Worlds,Adventure| Indie| Platform
Hidden Paws Mystery,Adventure| Indie| Puzzle
Perfect Crime,Indie| RPG| Strategy
Zor: Pilgrimage of the Slorfs,Card & Board Game| Indie| RPG| Strategy| Tactical
Starlight,Indie
A.D. Cop,Arcade
Memories of a Broken Dimension,
Strobophagia: Rave Horror,Adventure| Indie
QB Planets,Adventure| Indie| Puzzle
Sweet House,Indie
Rocks and ravens,Puzzle
Candle Prick,Indie| Puzzle
Monopoly,Card & Board Game
The Safe Place,Adventure| Indie
A Tiny Flicker,Platform| Puzzle
Time Only Knows,Visual Novel
Laser League: World Arena,Indie| Sport| Strategy
Microsoft Edge: Surf,Arcade| Sport
Namco: Featuring Pac-Man,Arcade| Shooter
Duck Think Outside the Flock,Puzzle
Under the Moon,Adventure| Puzzle
Girlfriend Rescue,Adventure| Brawler| Indie| RPG| Strategy
Misremembered Memories,Indie
The Running Man,Brawler| Platform
Golden Tee Golf,Arcade| Simulator| Sport
Pixel Stories of Dungeon,Adventure| Indie| RPG
N.Y. Captor,Shooter
Fox & Flock,Indie
Metamorfose S,Adventure| Indie
Hidden Shapes: Animals,Indie| Puzzle
Kung-Fu Master,
Pixel Stories of Dungeon,Adventure| Indie| RPG
Ace of Words,Indie
Gamma-Attack,Shooter
Deardrops,Music| Visual Novel
Egypt III: The Fate Of Ramses,Adventure| Point-and-Click
Dinosaurs A Prehistoric Adventure,Adventure| Indie| RPG
PolitiCats,
Error: Human Not Found,Adventure| Indie
Putty Squad,Arcade| Platform
Minions of Mirth,
Planetarion,Strategy
Reptiles: In Hunt,Brawler| Indie| Shooter| Simulator
Covert Front: Episode 3 - Night in Zurich,Indie| Point-and-Click| Puzzle
Miracle Calamity Homeostasis,Adventure| Indie
Wild Dive,Adventure| Indie
Ghost College,Adventure| Indie
Star Vortex,Indie
My Lovely Daughter: The Inquisitor,Adventure| Indie| Simulator
Ggg Collection,Indie
Block,Arcade
Gear of Glass: Eolarns war,Indie| Simulator
Bouncy Goat Climb,Adventure| Indie| Platform
Alterborn,Adventure| RPG| Shooter
Battleship,
Under the Moon,Adventure| Puzzle
Misremembered Memories,Indie
Idinaloq,Shooter
Chainz 2: Relinked,Strategy
Sunny-Place-3: Microgods,Strategy
Requiem Hurts: Rainy Escape,Shooter
Dungeons & Dragons Collection,Brawler| RPG
Redcon,Indie| Simulator| Strategy
Blood West,Shooter
Kung-Fu Master,
Hidden Shapes: Animals,Indie| Puzzle
Requiem Hurts: Rainy Escape,Shooter
Pixel Stories of Dungeon,Adventure| Indie| RPG
Logistical,Indie| Puzzle| Strategy
Ace of Words,Indie
Jill of the Jungle: Jill Saves the Prince,Platform
Deardrops,Music| Visual Novel
PolitiCats,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Visual Novel
Evil Apples: Dirty as ____.,
Reptiles: In Hunt,Brawler| Indie| Shooter| Simulator
Blindia,Indie
Classic Card Games 3D,Indie| Simulator| Strategy
Covert Front: Episode 3 - Night in Zurich,Indie| Point-and-Click| Puzzle
My Little Pony: Story Creator,
Cooking| for lovers,Indie| Simulator
Treasures of the Aegean,Adventure| Arcade| Indie| Platform| Puzzle
Wild Dive,Adventure| Indie
Ghost College,Adventure| Indie
Synthetic Lover,Adventure| Indie| RPG| Visual Novel
My Lovely Daughter: The Inquisitor,Adventure| Indie| Simulator
Ggg Collection,Indie
Block,Arcade
Candle Prick,Indie| Puzzle
Willage,Adventure| Indie
Microsoft Edge: Surf,Arcade| Sport
United Heist,Adventure| Indie
Titanium Hound,Platform| Shooter
Suffer the Night,Adventure
Under the Moon,Adventure| Puzzle
Girlfriend Rescue,Adventure| Brawler| Indie| RPG| Strategy
60FPS Kitten,Platform
Chainz 2: Relinked,Strategy
Castle of Dragon,Adventure
The Legend of Zelda: Breath of the Wild - Master Edition,Adventure| RPG| Sport
Hidden Shapes: Animals,Indie| Puzzle
Metal Gear Solid: Peace Walker - Collectors Edition,Shooter
Loot River,Adventure| Brawler| Indie| Strategy
Requiem Hurts: Rainy Escape,Shooter
Monster Smash,Arcade
Insecticide Part 1,Adventure| Puzzle| Shooter
Luxor Amun Rising HD,Puzzle
In Vitra,Adventure| RPG
King of Colosseum Green,Sport
Awesomenauts Starstorm,MOBA
Super Arcade Racing,Adventure| Arcade| Indie| Racing| Sport
Ash,RPG
Cooking| for lovers,Indie| Simulator
Wolfenstein: Blade of Agony,Shooter
Synthetic Lover,Adventure| Indie| RPG| Visual Novel
Dicey Krime: Traveler of Time,Indie
Bunhouse,Indie| Simulator
LumbearJack,Adventure| Arcade| Indie| Puzzle| Simulator
Ggg Collection,Indie
Gear of Glass: Eolarns war,Indie| Simulator
Candle Prick,Indie| Puzzle
Courage the Cowardly Dog: Creep TV,Adventure| Point-and-Click
Dashing Orange,Arcade| Indie| Platform
Witch Epoch,Arcade| Indie| Shooter
Microsoft Edge: Surf,Arcade| Sport
Titanium Hound,Platform| Shooter
Medusa,Pinball
Misremembered Memories,Indie
Kung Fu Panda,
Great God Grove,Adventure
ESPN College Hoops 2K5,Simulator| Sport
60FPS Kitten,Platform
Imagine: Rock Star,Music
Chainz 2: Relinked,Strategy
Cosmic Swarm,Arcade| Shooter
The Legend of Zelda: Breath of the Wild - Master Edition,Adventure| RPG| Sport
Planet Zoo: Australia Pack,Simulator| Strategy
Hidden Shapes: Animals,Indie| Puzzle
Bionicle: The Game,
Silent Mobius,Adventure| Visual Novel
Crimson Memories,Adventure| Indie
King of Colosseum Green,Sport
Go-Jin Senki,Turn Based Strategy
Kenshō,Adventure| Indie| Puzzle
Dave Mirra Freestyle BMX: Maximum Remix,
Vikings on Trampolines,
Monster Arena,Fighting| Indie| RPG| Simulator| Strategy
Black Salt Coreuption,Indie
Trails of the Black Sun,Adventure
Mahou no Princess Minky Momo Fantastic World,Adventure| Visual Novel
Cluster Gun,
Agent-00,Adventure| Indie| Puzzle
Chainz 2: Relinked,Strategy
Lost Lands 3: The Golden Curse,Adventure| Puzzle
Succubus Research Diary,Adventure| Indie| Simulator
Bunhouse,Indie| Simulator
Apprehend: Girlfriend,Adventure
LumbearJack,Adventure| Arcade| Indie| Puzzle| Simulator
Ggg Collection,Indie
A Tiny Flicker,Platform| Puzzle
Mega Man Christmas Carol 3,Platform| Shooter
Microsoft Edge: Surf,Arcade| Sport
American Truck Simulator: Oklahoma,Indie| Simulator
Fredbear and Friends: Left to Rot,Adventure| Point-and-Click
Misremembered Memories,Indie
Kung Fu Panda,
Great God Grove,Adventure
Wolfenstein: Blade of Agony,Shooter
Galacide,Arcade| Indie| Puzzle| Shooter
Gamma-Attack,Shooter
PolitiCats,
Genma Onimusha,Adventure| Brawler
Rayman 2: The Great Escape,Adventure| Platform
Tekken 2,
Clusterball,Fighting| Racing| Real Time Strategy| Shooter| Sport| Strategy
Death Carnival,Arcade| Shooter
BS Dragon Quest: Dai-1-wa,Adventure| RPG
Bionicle: The Game,
N.Y. Captor,Shooter
Brickyard / Clowns,
Tour de France 2012,Simulator| Sport
Monster Arena,Fighting| Indie| RPG| Simulator| Strategy
Oik 5,Indie
Great God Grove,Adventure
Miracle Calamity Homeostasis,Adventure| Indie
Metroid: Samus Returns - Special Edition,Platform| Shooter
The Mutineer,Indie| Strategy
Wolfenstein: Blade of Agony,Shooter
Succubus Research Diary,Adventure| Indie| Simulator
Big Cat from Hell,Visual Novel
Indika,Adventure
Ggg Collection,Indie
Loren the Amazon Princess: The Castle Of NMar,Indie
Ruff Times,Simulator
Chainz 2: Relinked,Strategy
Rad: Before the Adventure,Platform
X-COM Collection,
Mega Man Christmas Carol 3,Platform| Shooter
Starry Garden: Animal Park,Simulator
Microsoft Edge: Surf,Arcade| Sport
Calme,Adventure| Indie
Titanium Hound,Platform| Shooter
Fredbear and Friends: Left to Rot,Adventure| Point-and-Click
Mobile Suit Gundam Extreme Vs. 2 OverBoost,Arcade| Fighting
Zoids Saga: Fuzors,RPG
Fret Nice,Adventure| Music| Platform
Amazing Tetris,
Genma Onimusha,Adventure| Brawler
The Legend of Zelda: Breath of the Wild - Master Edition,Adventure| RPG| Sport
Dragon Ball Z: Kakarot - Collectors Edition,RPG
Sensible Soccer,Sport
Ghostbusters: The Video Game,Adventure| Shooter
Contra,Platform| Shooter
The Tales of Bearsworth Manor: Chaotic Conflicts,Strategy| Tactical
Farm Frenzy Gone Fishing,
Dormant World,Adventure| Indie
Brickyard / Clowns,
Perfect Crime,Indie| RPG| Strategy
JumpStart Adventures 4th Grade: Haunted Island,Adventure| Point-and-Click| Puzzle
Rack,Point-and-Click| Simulator
The Burnable Garbage Day,Simulator
Ghost College,Adventure| Indie
Pixasso 3,Indie
Sonic Classic 2,Platform
Wing Breakers,Arcade| Racing| Shooter| Sport
Monopoly,Card & Board Game
Adventure of Leek,Adventure| Indie
Rubies in Space,Platform
Mojito the Cat,Adventure| Indie| Puzzle
A Tiny Flicker,Platform| Puzzle
Desktopia: A Desktop Village Simulator,RPG| Simulator
Space,Indie
Microsoft Edge: Surf,Arcade| Sport
Calme,Adventure| Indie
Mario Party 7: Bowsers Lair Hockey,
Wetrix,Puzzle
Misremembered Memories,Indie
Take the A-Train III,
P.P. Hammer and His Pneumatic Weapon,Platform| Puzzle
In Vitra,Adventure| RPG
Natural: Beyond Nature,Adventure| Indie| Visual Novel
Gamma-Attack,Shooter
Lincity,Simulator
Dr. Carlos Personality Exam,Indie
Kemono Friends: Cellien May Cry,Adventure| Brawler| Indie| RPG
Contra,Platform| Shooter
Dungeons & Dragons Collection,Brawler| RPG
Red Death,Arcade| Indie| Shooter
Natural: Beyond Nature,Adventure| Indie| Visual Novel
Space Pilgrim Saga,
Farm Frenzy Gone Fishing,
Dormant World,Adventure| Indie
Monkey Poo,
King of Colosseum Green,Sport
Strange Night ll,Indie
Brickyard / Clowns,
Elite Plus,Simulator
Super Pixel Racers,Indie| Racing
BlackHoopS,Indie
Tiny Bird Garden Deluxe,Indie| Simulator
JumpStart Adventures 4th Grade: Haunted Island,Adventure| Point-and-Click| Puzzle
P.P. Hammer and His Pneumatic Weapon,Platform| Puzzle
Mortal Kombat 11: Mileena,Fighting
Agent-00,Adventure| Indie| Puzzle
Bionicle Mistika,Arcade| Shooter
Pragma,Shooter
Rad: Before the Adventure,Platform
Ruins of Mitriom,Adventure| Indie
Waifu Crush,Indie| Simulator
Adventure of Leek,Adventure| Indie
Mojito the Cat,Adventure| Indie| Puzzle
A Plague Tale: Requiem - Cloud Version,Adventure
Desktopia: A Desktop Village Simulator,RPG| Simulator
Microsoft Edge: Surf,Arcade| Sport
Hentai Room,Indie| RPG| Simulator
Cave Crawler,Indie| Point-and-Click
Plastris,Indie| Puzzle
Flag Capture,Puzzle| Strategy
Requiem Hurts: Rainy Escape,Shooter
Pathfinder: Kingmaker,RPG| Tactical
Spawn: Armageddon,Adventure| Brawler| Shooter
I Wanna Be the Boshy,Platform| Puzzle| Shooter
Monster wo Taoshite Tsuyoi Ken ya Yoroi wo Te ni Shinasai. Shindemo Akiramezu ni Tsuyoku Narinasai. Yuusha Tai ga Maou wo Taosu Sono Hi wo Shinjiteimasu,RPG
Sensible Soccer,Sport
Space Harrier II,Arcade| Shooter| Simulator| Strategy
Volume,Indie| Puzzle| Tactical
Kyuuyaku Megami Tensei,Adventure| RPG
Dragon Spirit,Arcade| Shooter
Great God Grove,Adventure
R.I.P.D.: The Game,Shooter
Flag Capture,Puzzle| Strategy
Plague Breaker,Adventure| Indie
Bunhouse,Indie| Simulator
Ardenfall,Adventure| Indie
A Plague Tale: Requiem - Cloud Version,Adventure
Coastline,Indie
Escape From Roswell,Point-and-Click| Puzzle
Misremembered Memories,Indie
Porkérion,RPG
Saint Sword,Adventure| Platform
Capcom Arcade Hits Volume 3,
Drug Wars: A Game Based on the New York Drug Market,Adventure| Strategy
Soldiers Lost Forever (1914-1918),Indie
BlackHoopS,Indie
JumpStart Adventures 4th Grade: Haunted Island,Adventure| Point-and-Click| Puzzle
Rusty Gun,Adventure| Arcade| Indie| Platform
Darkness,Brawler| RPG
Major League Baseball 2K9,Sport
Princess Maker: Go! Go! Princess,Card & Board Game| Quiz/Trivia| Simulator| Strategy
Dynasty Warriors,Fighting
Trillion: God of Destruction,RPG| Simulator| Strategy| Visual Novel
Goblin Commander: Unleash the Horde,Real Time Strategy| RPG| Strategy
Invizimals,Adventure| Fighting| Puzzle| Strategy
Drill Dozer,Platform
Adventure Time: Pirates of the Enchiridion,Adventure| Fighting| RPG
Tengai,Arcade| Shooter
Dragon Spirit,Arcade| Shooter
Smarties: Meltdown,Adventure| Platform
Arthurs Absolutely Fun Day!,Sport
Ogre Tale,Adventure| Brawler| Fighting
Bleak Faith: Forsaken,Adventure| Brawler| Indie| RPG
Book of Hours,Indie| Puzzle| RPG| Simulator
Giga Wrecker,Adventure| Platform| Puzzle
Believer!,Visual Novel
Reed,Adventure| Indie| Platform
Pocket Dogs,Simulator
Plutonia: Revisited Community Project,Shooter
Blue Lightning,Arcade| Shooter
Vs.,Fighting
Star Control II,Adventure| Indie| Simulator| Strategy
Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku,Brawler| RPG| Strategy| Turn Based Strategy
Dragons Den,Arcade
Uncharted 2: Among Thieves - Limited Edition Collectors Box,Adventure| Platform| Shooter
World War II Online,Shooter| Tactical
123 Animal Math Games For Kids,
Mighty Flip Champs!,Platform| Puzzle
Pichon,Indie| Platform| Puzzle
Adore,Indie| RPG
Happys Humble Burger Barn,Adventure| Indie| Simulator
TOCA Championship Racing,Racing| Sport
Souseiki Gadget Robo,
Spooky Cats,Indie| Platform
Super Mario: The Lost Dreams,Platform
Frontline,Strategy
Hackeycat,
Task Force Kampas,Arcade| Indie| Shooter
Puzzlejuice,Puzzle
SNK vs. Capcom: Match of the Millennium,Fighting
Turnabout,Puzzle
A Mini Falafel Adventure,Adventure| Indie
The Apotheosis Project,Adventure| Indie
The Ultimate Challenge from Beat Takeshi,Adventure| Platform
Tales of the World: Radiant Mythology 2,Adventure| RPG
Kane & Lynch Collection,Shooter
Utopia,Simulator| Strategy
Warp Shift,Arcade| Puzzle
Idle Champions of the Forgotten Realms,Adventure| Indie| Strategy
Cyber Troopers Virtual-On Marz,Adventure| Fighting| Shooter
CrossCells,Indie| Puzzle| Strategy
Kagetsu Tooya,Adventure| Visual Novel
Popn Music Portable,Music
Rise of the Tomb Raider: Cold Darkness Awakened,Adventure| Shooter
Eden,
Duelyst,Card & Board Game| Indie| Strategy| Turn Based Strategy
The Apotheosis Project,Adventure| Indie
Brian the Lion,Platform
I Dont Know How to Have Hotpot Alone,Indie| RPG| Visual Novel
Star Wars: Episode I - Battle for Naboo,Shooter
Barrow Hill: Curse of the Ancient Circle,Adventure| Indie| Point-and-Click
Expeditions: Viking,Indie| RPG| Strategy| Tactical| Turn Based Strategy
King of the Monsters 2,Fighting
Mobile Suit Gundam: Zeonic Front,Strategy
Backyard Hockey,Sport
Rodents Revenge,Puzzle
LEGO Hidden Side,Adventure| Arcade
Samantha Wins,
Space Adventure Laika,
3089,Indie| RPG| Shooter
Witchball,Indie| Racing| Sport
The Adventures of Fei Duanmu,Adventure| Indie
Operation Thunderbolt,Arcade| Shooter
Unroll Me,
Holedown,Arcade| Indie| Puzzle
Mercenaries Saga 2,Puzzle| RPG| Simulator| Strategy| Tactical| Turn Based Strategy
Super Lovely Planet,Indie| Platform
Asylum,Adventure| Indie| Point-and-Click
Havenless,Simulator| Visual Novel
Evil Zone,Fighting
Collection of Mana,Adventure| RPG
Sweet Home,Adventure| RPG
The Sims: Livin Large,Adventure| RPG| Simulator| Sport| Strategy
Babysitter Bloodbath,Adventure
Turrican,Platform| Shooter
Project X Zone 2,RPG| Strategy| Turn Based Strategy
Utawarerumono,RPG| Tactical| Visual Novel
Uin,
Burning Rangers,Platform| Shooter
Combat,Arcade| Shooter
Two Worlds,RPG
Penguin Adventure,Adventure| Arcade
Darkspore,RPG
The Alto Collection,Adventure| Arcade| Indie| Sport
Nancy Drew: Alibi in Ashes,Adventure| Point-and-Click
Namco Museum 64,Arcade
Ripened Tingles Balloon Trip of Love,Adventure| Point-and-Click
Torchlight III,Adventure| Indie| RPG
Deathtrap Dungeon: The Interactive Video Adventure,Adventure| RPG
WCW Backstage Assault,Fighting| Sport
Stormlord,Platform
Wizardry Gaiden IV: Throb of the Demons Heart,
Stand Out,
Konami Collectors Series: Castlevania & Contra,Adventure| Platform
Scrapper,Adventure| Indie| Racing| Simulator
Stronghold Crusader II: The Princess and The Pig,Simulator| Strategy
Wild Arms XF,RPG| Strategy
World of Warcraft: Wrath of the Lich King - Collectors Edition,RPG
Quake: Mission Pack 2 - Dissolution of Eternity,Shooter
Overcooked!: Special Edition,Arcade| Indie| Simulator| Strategy
Tokyo Dark,Adventure| Indie| Point-and-Click| Puzzle
Hexen II Mission Pack: Portal of Praevus,Adventure| Shooter
Yu-Gi-Oh! Online,Strategy| Turn Based Strategy
Sepia Tears,Indie| Simulator| Visual Novel
Nexus Defense: Desert Storm,Strategy
Besiege,Indie| Puzzle| Simulator| Strategy
Gunvalkyrie,Adventure| Shooter
Johnny Turbos Arcade: Joe and Mac Caveman Ninja,Adventure| Arcade| Platform
Tales of Crestoria,RPG| Turn Based Strategy
Dead or Alive 2 Ultimate,Fighting
MotorStorm: Apocalypse,Racing| Sport
The Journey Down: Chapter One,Adventure| Indie| Point-and-Click| Puzzle
Screencheat,Indie| Shooter
The Alto Collection,Adventure| Arcade| Indie| Sport
Pizza Connection 3,Simulator| Strategy
Despotism 3k,Indie| Simulator| Strategy
The Magic School Bus Explores in the Age of Dinosaurs,Adventure| Point-and-Click| Strategy
Mega Man X3: Zero Project,Platform| Shooter
Hearts of Iron IV: Together for Victory,Real Time Strategy| Simulator| Strategy
Silent Service II,Simulator
The Idolmaster: Gravure for You! Vol. 9,
Adventure Pop,Arcade| Puzzle
Laid Off from the Synesthesia Factory,
Rose & Time,Puzzle
Tplosjons,Arcade| Shooter
Iron Storm,Adventure| Indie
River King: Mystic Valley,RPG| Sport
Kelvin and the Infamous Machine,Adventure| Indie| Point-and-Click| Puzzle
Athens 2004,Sport
MLB 98,Simulator| Sport
Bowl Bound College Football,Simulator| Sport| Strategy
Retro Force,Shooter
Block! Triangle Puzzle: Tangram,
Sonic Smackdown,Fighting
Nova-111,Adventure| Indie| Puzzle| Strategy| Tactical
Speed Dating for Ghosts,Indie| RPG| Simulator| Visual Novel
Richard Burns Rally,Racing| Simulator| Sport
Rising Dusk,Indie| Platform
Sewer Rave,Adventure| Indie
The Fairly OddParents: Enter the Cleft,Platform
Die by the Sword,Adventure
Gadget: Invention| Travel & Adventure,Adventure| Visual Novel
Toukiden: The Age of Demons,RPG
Butt-Ugly Martians: Zoom or Doom,Racing
N.E.R.O.: Nothing Ever Remains Obscure,Adventure| Indie| Puzzle
Lemonade Stand,Simulator
Cossacks: The Art of War,Real Time Strategy| Strategy
Uncharted: Fortune Hunter,Puzzle
Surprise Mechanic: The Gaming Trivia,
Bastard Bonds,Indie| RPG| Strategy| Tactical
The Fairly OddParents: Enter the Cleft,Platform
Cyberchase: Castleblanca Quest,
Ikki,Arcade
Rising Dusk,Indie| Platform
Unholy Heights,Indie| Puzzle| Real Time Strategy| Simulator| Strategy
Star Trek: New Worlds,Real Time Strategy| Strategy
Subterfuge,Simulator| Strategy
Callys Caves 3,Adventure| Indie| Platform| RPG
Sid Meiers Covert Action,Adventure| Simulator
Clean Robo,
Curse,Shooter
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
NBA ShootOut 97,Simulator| Sport
Tazz-Mania,Shooter| Strategy
Macross M3,
Heartbeats: A Galactic Requiem,Point-and-Click| Puzzle
Just| Bearly,Indie
Stick Hero,Arcade
Super Starfish,
Chronicles of Mystery: The Legend of the Sacred Treasure,Adventure
Gutterball 2,
Kirby no Omochabako: Pachinko,Arcade
R no Shosai: Dai-Ni Maku,Visual Novel
The Cabbage Effect,Adventure| Indie| Shooter
Blacksad: Under the Skin - Limited Edition,Adventure| Puzzle
Go! Go! Nippon! 2015,Adventure| Visual Novel
Friday Night Funkin: Miku Full Week,Arcade| Music
Storybook Weaver Deluxe,Point-and-Click| Simulator
Moth Kubit,Adventure| Indie| RPG
Super SteamPuff,Arcade
Shadow Warrior 2: The Way of the Wang,Adventure
Call of the Mighty Warriors,Indie| Strategy
Tazz-Mania,Shooter| Strategy
I Am a Teacher: Super Mario Sweater,Simulator
3rd Degree,Strategy
Rapala Pro Fishing,Sport
The Scorpion King: Sword of Osiris,Platform
Time Slaughter,Fighting
Harakuju Tantei Gakuen: Steel Wood,Visual Novel
Ride Em Rigby: Regular Show,
R.A.Z.I.O.N,
Ninja Reflex: Steamworks Edition,Indie
No Luca No,Arcade
Morning Star,Indie| Simulator
Curse,Shooter
Kinect Sports Gems: 10 Frame Bowling,Arcade| Simulator| Sport
Assassins Creed: Odyssey - Medusa Edition,Adventure| RPG
Bleep Bloop,Indie| Puzzle
Zhu Zhu Pets: Quest for Zhu,
1001 Jigsaw. World Tour: France,
Arida 2: Rise of the Brave,Adventure| Indie
A Plunge into Darkness,Adventure| Indie| RPG| Simulator| Strategy
Doomsday Hunters,Indie
Blacksad: Under the Skin - Limited Edition,Adventure| Puzzle
Phantasy Star Online 2: Episode5 Heroes,Adventure| Brawler| RPG
Learning Factory,Indie| Simulator| Strategy
Takedown: The Introduction,Shooter
Absolute Redemption,Adventure| Shooter
Womans Prison,Simulator
Gardenia,Simulator
Lethal Omen,Shooter
Horse Farm,Simulator
Urban Trial Freestyle,Arcade| Platform| Racing| Simulator| Sport
The Adventures of Down Under Dan,Adventure
Arcade Archives: Armed F,Arcade| Shooter
Moth Kubit,Adventure| Indie| RPG
Bust-A-Move Live!,Puzzle
Super SteamPuff,Arcade
Tunnel Runner,Puzzle
Teria,Adventure| Indie
To Ash,Indie| RPG
The Ultimate 11: SNK Football Championship,Arcade| Sport
I Am a Teacher: Super Mario Sweater,Simulator
3rd Degree,Strategy
Rapala Pro Fishing,Sport
The Scorpion King: Sword of Osiris,Platform
Ride Em Rigby: Regular Show,
Hover Attack,Platform| Shooter
Ninja Gaiden Clans,
Lady Phantom,Strategy
R.A.Z.I.O.N,
Assassins Creed: Recollection,Turn Based Strategy
Ninja Reflex: Steamworks Edition,Indie
Stick Hero,Arcade
No Luca No,Arcade
Water,Adventure
